period_start,biomass_cf_pct,lignite_cf_pct,gas_cf_pct,hard_coal_cf_pct,hydro_ror_cf_pct,hydro_reservoir_cf_pct,nuclear_cf_pct,solar_cf_pct,wind_cf_pct,storage_cf_pct
2018-05-01,29.852150537634408,71.8043682795699,25.010416666666668,12.63508064516129,44.17656810035842,30.24067046173308,51.95161290322581,5.2467741935483865,21.221690188172044,0.0
2018-06-01,29.09259259259259,73.82881944444445,35.07519841269841,13.713657407407407,42.408796296296295,23.876021241830063,91.30119047619047,4.659845679012346,14.736892361111112,0.0
2018-07-01,31.086810228802154,77.71621803499326,28.361180542203424,15.184163301929116,55.96639748766263,34.12801836750851,96.2551432416843,4.585883056677135,8.437331763122478,0.0
2018-08-01,28.675011276499774,79.08450608930988,39.37386429537986,17.712223725755525,36.877447000451056,32.47038923823927,95.69949739029576,5.13600962261314,14.613075101488498,0.0
2018-09-01,23.785350023180342,77.87531293463144,38.93537651500099,20.02457116365322,27.417431617987948,26.11523357604516,90.86429564871847,4.331478905887807,21.591881084840058,0.0
2018-10-01,30.90024707996406,76.15309973045822,48.651190797073546,33.1759456424079,21.13494519317161,24.30759790708736,98.07803041971506,3.6153791554357593,24.712390498652294,0.0
2018-11-01,42.67824074074074,88.68472222222222,59.73695436507936,33.183564814814815,24.786203703703706,19.037704248366012,97.27678571428572,1.5560802469135802,24.829817708333334,0.0
2018-12-01,41.620743727598565,89.5543682795699,65.45290898617512,29.16375448028674,27.823879928315414,14.345588235294118,97.71850998463901,0.9906212664277181,25.21127352150538,0.0
2019-01-01,45.543066756272395,78.69644018817205,62.47005952380953,28.255598118279572,32.295595430107525,10.473865037950665,98.71419546850998,1.0564483273596177,33.377279065860215,0.0
2019-02-01,48.8938492063492,78.8001488095238,59.312818877551024,27.59275793650794,45.38184523809524,9.917760854341736,98.50531462585033,2.7397156084656085,29.871698288690474,0.0
2019-03-01,44.06698070883805,74.85689771197846,39.35770044222265,23.502467474203677,47.10219201435622,11.160587443591165,98.66708709863488,4.247771197846569,27.65887533647376,0.0
2019-04-01,38.832569444444445,76.95611458333333,21.98330109126984,19.566203703703703,43.1938212962963,19.55125163398693,98.43944146825396,4.154956172839506,27.01823480902778,0.0
2019-05-01,28.609520609319,67.69370833333333,16.850920218894007,15.139112903225808,67.84152464157707,31.682417378241624,51.91100902457757,4.303924432497014,22.712201780913976,0.0
2019-06-01,27.15128472222222,67.41604791666667,15.083246527777778,10.265046296296296,65.56975555555556,39.358240196078434,84.71893154761905,5.0393435185185185,15.660835503472223,0.0
2019-07-01,37.372558243727596,77.45114852150539,30.299900153609833,10.245519713261649,35.527796146953406,24.365212286527516,95.354785906298,4.860500896057348,12.557815860215053,0.0
2019-08-01,39.93440860215054,61.85645833333333,30.154749903993856,51.30642025089605,28.314222670250892,15.346191097406706,95.34486655145929,4.937100358422939,17.968104418682795,0.0
2019-09-01,36.08258101851852,72.64271944444445,35.143421130952376,16.891898148148147,22.47956851851852,13.699705065359478,85.38922023809523,4.074020061728395,19.37966232638889,0.0
2019-10-01,49.84627516778524,72.87298724832215,44.87855465004794,17.906263982102907,21.175003579418345,14.44620331622582,97.47405944391178,3.336393139448173,15.598954278523491,0.0
2019-11-01,50.67759259259259,71.19517708333333,49.45811210317461,19.8025462962963,30.37120324074074,12.802650735294119,98.81573115079365,1.5478827160493827,33.26405121527778,0.0
2019-12-01,46.571460573476706,70.76420497311828,52.06916954685099,21.084005376344088,33.57250403225807,13.153755139152437,100.0,1.421496714456392,31.373392977150537,0.0
2020-01-01,53.46999327956989,66.58818481182796,65.01819316436251,25.17271505376344,27.24689964157706,19.190828589500317,100.0,1.86371027479092,26.670693464381724,0.0
2020-02-01,55.86775622605364,48.73671408045978,55.62636956075533,25.89200191570881,34.157975095785446,14.641608350236648,100.0,2.5511660280970627,35.772262033045976,0.0
2020-03-01,50.65278151637506,49.30614737550471,41.22071188233032,20.725661731718258,42.694452669358455,12.597353732879423,100.0,3.3089499027964706,35.851654189098255,0.0
2020-04-01,39.18332175925926,27.958444444444442,27.03507638888889,16.400462962962965,29.359690277777776,20.231626225490196,100.0,5.192299074074073,27.241750868055554,0.0
2020-05-01,40.744231630824366,28.09867943548387,22.928138920890937,10.730734767025089,32.24926388888888,13.656078826691967,100.0,4.381110513739546,27.641374327956985,0.0
2020-06-01,33.88248842592593,33.13348958333333,29.076126984126983,8.180092592592594,53.67489305555555,23.227033905228758,81.67039087301588,4.4117089506172835,12.231174479166668,0.0
2020-07-01,30.551881720430107,58.940502688172046,39.822622887864824,9.557123655913978,47.06861335125448,27.391561907020872,49.111464093702,4.889899940262843,15.42719506048387,0.0
2020-08-01,31.536021505376343,59.79740255376343,38.97421274961598,11.13978494623656,35.906612903225806,22.18015101201771,85.50692780337941,4.875657407407408,18.15761886760753,0.0
2020-09-01,35.15803240740741,57.665305555555555,39.99941319444444,13.646296296296295,27.37320138888889,18.34096200980392,98.42682837301588,4.315615432098766,23.38601302083333,0.0
2020-10-01,57.356700223713645,51.401414765100675,27.38610115052732,14.445637583892617,40.621570469798655,15.925262534544018,100.0,2.609428187919463,22.551580536912756,0.0
2020-11-01,55.63339120370371,56.095754166666666,53.82161111111111,18.526157407407407,35.18493101851852,22.113341911764707,100.0,1.5794388888888888,16.94091189236111,0.0
2020-12-01,62.231261200716844,60.635182795698924,55.98621687788019,18.78763440860215,34.014120519713266,21.654817757748262,100.0,0.7661379928315412,32.26034526209677,0.0
2021-01-01,59.6441049382716,55.22729938271604,54.98262301587301,17.493004115226338,51.42122304526748,19.487266521423383,89.53816313932981,1.2605517146776406,33.28018711419753,0.0
2021-02-01,62.16738948856335,63.93074267540479,51.384960623416674,15.988290927782062,56.40608468260086,21.814683885890517,99.31678901861439,2.2742307033324765,23.531723568812644,0.0
2021-03-01,62.20143325143326,56.00281888381888,50.159707917565065,16.901544401544403,51.14936234936235,15.91977577271695,99.51501128215415,3.4822609882609887,29.48078185328185,0.0
2021-04-01,61.809912188881135,63.62265771109561,30.938259645100192,16.786578274017213,56.24320772272622,17.404971060301303,100.0,3.9985733116228577,18.00074821179344,0.0
2021-05-01,58.46942204301075,51.24265793010753,25.96459773425499,5.178203405017921,58.501187275985664,35.15026091081594,63.86693548387097,4.752068399044205,21.612262684811828,0.0
2021-06-01,53.80807861525992,56.87862851684613,34.34423324070858,5.268773879819382,60.14524418200764,32.09710244570215,75.57759192179823,4.60049670024314,19.26507576415422,0.0
2021-07-01,47.91509978697163,69.13149226370669,40.94427730527125,4.396737302388161,42.74327648839556,22.87149561741952,89.40509850559799,4.965012594834996,15.130539228052472,0.0
2021-08-01,52.56503757290265,59.51567479811575,39.99077809555855,3.72964333781965,32.09418965903993,16.370555280658696,96.93077076523745,4.553184686705548,14.209091836305518,0.0
2021-09-01,46.37016765285996,57.97487695788375,39.85610263040127,7.030986773407588,27.6115526163128,15.967520525787762,97.86633857093133,3.877863093166261,19.055079946919598,0.0
2021-10-01,58.099085570469796,62.5061994966443,43.32003715244487,6.5811045861297535,23.70538657718121,16.278104322937228,96.26973537871524,2.8669428784489184,23.984066694630872,0.0
2021-11-01,52.66189977909546,62.60737704918032,54.451778862922914,6.046680618532728,25.291140565050576,14.848211904224543,100.0,1.886501569584932,23.3049245727241,0.0
2021-12-01,58.161360036207284,58.02085692464358,58.48980154689167,10.046297804933243,38.999029305272686,12.691761810630563,99.36194646494036,0.8439269819717885,36.801532692634076,0.0
2022-01-01,55.594170868347334,53.03417932773109,58.13025210084034,11.484427450980391,40.64695271708683,14.477293722194759,100.0,1.7083002801120448,42.9023537815126,0.0
2022-02-01,64.18750000000001,54.76271019345238,59.10577101934524,15.916749751984128,34.07071589781746,12.211696866246498,100.0,2.652092592592593,31.12689185732887,0.0
2022-03-01,60.95719493046209,59.03472240915208,32.53712807633147,15.402678331090176,29.50782940780619,18.407042989470348,100.0,3.6974691191864815,33.67003301648721,0.0
2022-04-01,54.34858796296297,54.034027083333335,23.86387041170635,14.28909837962963,44.04924027777778,14.74060100081699,99.97124305555556,4.026240123456789,32.62193977864584,0.0
2022-05-01,53.32225582437275,59.422701780913975,39.814363479262674,5.732254144265233,42.792690972222225,25.201178150695757,61.75263992895545,5.023090277777778,15.12810809391801,0.0
2022-06-01,48.76432291666667,64.42621701388889,41.16873784722222,6.085358217592593,32.63076875,27.15330698529412,52.487015376984125,5.141164969135803,16.38325998263889,0.0
2022-07-01,47.32453485765523,62.98247999327506,41.424351162455565,5.409917058955391,21.861256556825825,23.567418311642072,96.02340570660006,5.008402525592169,17.306587928715537,0.0
2022-08-01,47.21663586469534,57.044569388440856,41.2454041858679,3.8554805107526886,19.92361211917563,18.990067006641365,86.10419522849462,4.5135991636798085,18.74159452704973,0.0
2022-09-01,45.68644097222222,55.88563038194444,41.07053869047619,5.506037615740741,28.569299074074074,15.551640727124184,96.91703670634921,3.4719209104938273,22.184647569444447,0.0
2022-10-01,53.28393736017897,50.13923288590604,41.50101653883029,4.377390939597316,29.526600335570468,18.79851746940387,96.63742473633748,3.5072648769574943,16.548015310402683,0.0
2022-11-01,59.87596643518518,65.51356597222222,51.092793650793645,4.677827546296296,27.715949884259256,15.740822099673203,98.80620436507937,1.6016836419753087,24.66321657986111,0.0
2022-12-01,53.81281922043011,56.309018985215054,49.540935579877114,7.897786738351255,40.89412612007168,14.967437836021505,98.52107430875576,1.1720441308243728,25.32137222782258,0.0
2023-01-01,49.72478438620072,46.67940574596774,58.55357130856375,9.732744175627241,48.16522177419355,18.143915737666035,99.40492847542242,1.184650836320191,38.01602423555108,0.0
2023-02-01,50.79564112103176,48.20422488839286,59.30672632334184,7.411620783730158,46.886098710317455,17.770239298844537,99.30352226828231,2.748260333994709,38.12905970982143,0.0
2023-03-01,48.152688986092414,45.9292484858681,31.783906820803693,11.08729082548228,50.21414995513683,23.84022998970786,99.63994063641607,3.8083469418274265,25.07162211894347,0.0
2023-04-01,32.401614583333334,49.182740625,21.248280753968256,9.970783564814816,60.95695243055555,30.335345588235295,99.74278273809524,3.9041929012345684,30.512338758680556,0.0
2023-05-01,32.203304211469536,45.474518145161284,17.39946476574501,4.660318100358423,54.17289628136201,37.49509458017078,59.201469854070666,4.752558094384707,20.436634324596774,0.0
2023-06-01,28.00843171296296,40.191296875000006,13.301015128968254,3.664875,55.09322708333334,45.34673039215686,72.04142708333333,5.054984259259259,14.893733289930555,0.0
2023-07-01,26.519226030465955,41.84307308467742,34.84337185579877,3.347166218637993,36.60505264336918,26.88574063092979,96.2275055203533,5.589860588410992,20.529241641465052,0.0
2023-08-01,27.440980392156867,46.66525243697479,36.94461224489796,2.878642016806723,34.25470957983193,16.258538902619872,92.89174405762304,5.348197273576098,18.527559138655462,0.0
2023-09-01,32.0347560268892,42.121713490959664,38.84586156367971,3.0250110106629577,27.5117454798331,13.363704082467478,96.95461628253527,4.913593030443518,26.979759974791378,0.0
2023-10-01,38.45524504867405,41.74299395770393,43.93028437155325,0.0,20.419909589347657,18.63089183105266,98.21779791876469,3.698828913505651,26.202312856663312,0.0
2023-11-01,39.89052083333334,45.921316493055556,52.30977132936508,2.4575740740740737,36.33375451388889,17.774302593954246,86.12661607142857,1.8940422067901235,31.719100585937497,0.0
2023-12-01,39.70464985994398,48.106768739495806,61.68976890756303,1.4071333333333336,40.52307977591036,22.67109223924864,97.76510372148859,1.5708841830065359,29.053978466386553,0.0
2024-01-01,47.12677531362007,43.70045900537634,62.78054699500768,2.5037740815412186,41.99571729390681,23.305205170777988,98.66659106182796,2.192223192951016,33.835653351814514,0.0
2024-02-01,47.628116020114945,40.4444832974138,56.34424594622332,2.493414750957854,43.65415708812261,22.345109448951998,98.45197788382595,3.360963601532567,33.55814643947557,0.0
2024-03-01,47.97645524899058,34.08247997981157,52.0140012737935,1.9858681022880216,43.695780282637955,19.407858443511994,98.22865170159585,4.536152684312846,25.03461841773217,0.0
2024-04-01,47.433223341437994,29.583496179228895,16.336024537289735,5.25076531202964,43.17181220331133,21.531423390474636,97.63243388081179,6.457841766045308,21.137261853073984,0.0
2024-05-01,41.562413194444446,33.96704469086021,15.408295410906298,5.915714605734767,37.55547255824372,19.905139251265023,66.68856038786483,6.855758064516129,18.240074764784946,0.0
2024-06-01,34.93332175925926,43.95433402777778,34.517451264880954,4.0578206018518514,42.36088379629629,18.861684640522874,49.886684771825394,7.964462808641976,15.114639539930556,0.0
2024-07-01,41.64118503584229,46.235147849462365,41.283578149001535,3.8844086021505375,31.6019041218638,15.670432084123972,84.8620391705069,8.477635902031064,14.420793430779568,0.0
2024-08-01,40.80146169354838,39.11865372983871,40.92721318164362,2.6215277777777777,21.855602598566307,13.993063231340924,90.36815356182795,7.685010603345281,14.386648605510754,0.0
2024-09-01,39.97146122685185,38.20308697916667,37.11804154265873,1.0597222222222222,26.906221412037034,11.71073202614379,95.94024776785714,6.261509413580246,22.70968294270833,0.0
2024-10-01,43.76607382550336,39.773764765100665,39.684796140939596,0.00033557046979865775,37.46205156599553,9.096083103039874,89.85460378715244,5.302513049962714,18.230744546979867,0.0
2024-11-01,33.233666087962966,41.762283333333336,51.837746031746036,0.007696759259259259,23.221244328703705,15.062871732026142,94.80396354166668,2.9701774691358023,23.32358029513889,0.0
2024-12-01,32.62558243727599,36.05050151209678,52.7010900297619,0.0002800179211469534,29.65847099014337,9.13639794829222,89.9508194124424,1.25430376344086,31.007813655073925,0.0
2025-01-01,40.00644041218638,38.92468077956989,56.18088757680491,4.377856182795699,30.130521953405022,7.465508380771664,90.139160906298,2.6579375746714455,20.805737567204304,0.0
2025-02-01,52.18501984126984,51.587332589285715,52.04453656462585,5.433345734126984,25.334709821428568,13.351825105042018,89.76979698129252,4.428075396825397,23.58095005580357,28.889880952380953
2025-03-01,51.20794078061911,36.238038358008076,39.41567727360123,4.6160273665320775,32.99443696724989,10.777412714749426,89.39836089213613,6.25354419021983,25.046633159488557,25.398384925975776
2025-04-01,34.5474537037037,29.222204861111113,14.95375744047619,1.9453703703703702,42.70454861111111,8.980085784313726,89.44799107142856,7.599529320987654,21.995768229166668,32.20902777777778
2025-05-01,31.414370519713263,29.52852822580645,22.937403993855607,1.3371975806451613,39.090176971326166,14.983910499683745,58.69911674347158,8.471692054958185,20.432438676075268,43.01142473118279
2025-06-01,35.671345486111115,35.153072916666666,26.94147085813492,1.3872685185185185,34.900506944444444,16.060069444444444,47.852852182539685,12.166381172839506,16.60264453125,45.897222222222226
2025-07-01,41.622983870967744,40.18598790322581,33.47775057603687,1.3028673835125448,22.43157482078853,12.959331514864012,86.04884312596006,10.792286439665471,15.85048093077957,50.67540322580645
2025-08-01,29.64941756272401,33.58773521505377,34.75732046850998,0.00728046594982079,24.703931451612902,12.15919512966477,86.17096294162826,10.00320340501792,14.45985593077957,46.0625
2025-09-01,34.394386574074076,34.543055555555554,33.957180059523814,0.008796296296296295,19.16306712962963,14.454197303921568,87.40252976190476,8.512716049382716,17.44875217013889,51.44375
2025-10-01,42.27369363321025,36.44674387378315,47.9503788423728,0.0002797359292827571,25.09160792212152,14.589232470430266,88.71766652280247,5.927000111894372,25.32838200738503,52.03356831151393
2025-11-01,50.92332175925925,40.59204861111111,51.2790054563492,4.042881944444445,31.305949074074075,19.96344975490196,88.39561011904762,3.2187731481481485,24.252506510416666,56.858333333333334
2025-12-01,52.7212141577061,35.55465389784946,54.409538210445476,5.243895609318996,36.5243167562724,22.07807558507274,87.10015841013825,2.600978195937873,25.95382854502688,73.26814516129032
2026-01-01,45.32857142857143,33.05593277310924,61.67316926770708,5.644257703081233,34.69019607843137,15.496322293623333,87.09776710684274,2.7144873949579833,27.947373949579834,97.74588235294117
2026-02-01,54.15894465894466,30.56816602316602,55.07032542746828,7.463770913770913,46.13301158301159,15.984431069725188,87.04908990623277,4.916868296868296,30.61648166023166,94.78687258687259
