date,base_eur_mwh,peak_eur_mwh,offpeak_eur_mwh,peak_offpeak_spread
2015-03-14,151.71958333333333,164.0,141.32846153846154,22.67153846153846
2015-03-15,57.231249999999996,50.29636363636364,63.099230769230765,-12.802867132867128
2015-03-16,150.85125,181.13272727272727,125.22846153846154,55.90426573426572
2015-03-17,148.81583333333333,159.5818181818182,139.70615384615385,19.87566433566434
2015-03-18,151.7575,156.13636363636363,148.0523076923077,8.084055944055933
2015-03-19,185.09958333333336,204.75636363636366,168.46692307692308,36.28944055944058
2015-03-20,163.66791666666668,165.18545454545455,162.38384615384618,2.8016083916083687
2015-03-21,132.875,160.47545454545454,109.52076923076923,50.95468531468531
2015-03-22,121.93708333333332,137.30727272727273,108.93153846153845,28.37573426573428
2015-03-23,148.69125,220.86,87.62538461538462,133.23461538461538
2015-03-24,169.99666666666667,190.55999999999997,152.59692307692308,37.9630769230769
2015-03-25,116.31333333333333,121.18181818181819,112.19384615384615,8.987972027972035
2015-03-26,161.84958333333333,188.8790909090909,138.97846153846154,49.90062937062936
2015-03-27,152.08791666666667,160.82636363636365,144.69384615384615,16.1325174825175
2015-03-28,134.29749999999999,135.7009090909091,133.11,2.5909090909090935
2015-03-29,74.67,78.69,70.985,7.704999999999998
2015-03-30,108.71416666666666,145.75727272727272,77.37,68.38727272727272
2015-03-31,131.18791666666667,167.24545454545455,100.6776923076923,66.56776223776225
2015-04-01,43.49333333333333,55.153636363636366,33.62692307692308,21.52671328671329
2015-04-02,90.9225,86.53272727272727,94.63692307692307,-8.104195804195797
2015-04-03,26.485,14.992727272727274,36.20923076923077,-21.2165034965035
2015-04-04,67.66666666666667,63.27272727272727,71.38461538461539,-8.111888111888113
2015-04-05,79.44333333333333,38.38181818181818,114.18769230769232,-75.80587412587414
2015-04-06,95.90166666666666,88.31636363636363,102.32000000000001,-14.003636363636375
2015-04-07,49.76833333333334,62.93818181818181,38.62461538461538,24.31356643356643
2015-04-08,169.42833333333334,189.2190909090909,152.6823076923077,36.53678321678322
2015-04-09,92.30833333333334,59.12,120.39076923076922,-61.270769230769226
2015-04-10,155.21291666666667,172.17727272727274,140.85846153846154,31.318811188811196
2015-04-11,148.68,148.2027272727273,149.08384615384614,-0.8811188811188515
2015-04-12,91.25833333333333,70.01636363636364,109.23230769230769,-39.21594405594405
2015-04-13,63.831250000000004,58.54272727272728,68.30615384615385,-9.763426573426571
2015-04-14,142.4925,198.47272727272727,95.12461538461538,103.34811188811189
2015-04-15,143.65791666666667,136.32272727272726,149.86461538461538,-13.541888111888113
2015-04-16,142.70708333333332,142.7418181818182,142.6776923076923,0.06412587412589232
2015-04-17,134.90875,140.63636363636363,130.06230769230768,10.574055944055942
2015-04-18,102.97083333333335,65.20636363636363,134.92538461538462,-69.71902097902098
2015-04-19,71.585,46.197272727272725,93.06692307692308,-46.86965034965035
2015-04-20,134.04625000000001,107.57363636363635,156.44615384615383,-48.87251748251748
2015-04-21,171.15541666666664,182.10909090909092,161.8869230769231,20.222167832167827
2015-04-22,165.33208333333332,168.8490909090909,162.35615384615386,6.492937062937045
2015-04-23,164.54333333333332,175.71545454545455,155.09,20.625454545454545
2015-04-24,167.63791666666665,184.66454545454545,153.23076923076923,31.43377622377622
2015-04-25,129.22416666666666,129.75181818181818,128.77769230769232,0.9741258741258605
2015-04-26,104.33999999999999,98.81454545454545,109.01538461538462,-10.200839160839166
2015-04-27,149.48666666666668,168.69818181818184,133.23076923076923,35.46741258741261
2015-04-28,106.67916666666667,77.10636363636364,131.7023076923077,-54.59594405594406
2015-04-29,150.82541666666665,159.76363636363638,143.2623076923077,16.50132867132868
2015-04-30,129.30791666666667,159.05181818181816,104.14,54.91181818181816
2015-05-01,92.94166666666666,74.39999999999999,108.63076923076923,-34.23076923076924
2015-05-02,115.08833333333332,111.59545454545454,118.04384615384615,-6.448391608391603
2015-05-03,45.72083333333333,9.218181818181819,76.6076923076923,-67.38951048951049
2015-05-04,143.70583333333335,176.10454545454547,116.29153846153847,59.81300699300701
2015-05-05,140.24375,152.18363636363637,130.14076923076922,22.042867132867144
2015-05-06,135.99041666666668,147.43727272727273,126.30461538461539,21.13265734265734
2015-05-07,122.37791666666668,168.61272727272728,83.25615384615384,85.35657342657345
2015-05-08,93.11291666666666,103.32727272727271,84.47000000000001,18.8572727272727
2015-05-09,147.17625,150.49636363636364,144.3669230769231,6.129440559440553
2015-05-10,80.00291666666666,78.49818181818182,81.27615384615385,-2.7779720279720266
2015-05-11,137.84125,148.33636363636364,128.96076923076924,19.3755944055944
2015-05-12,140.79458333333335,145.60636363636365,136.72307692307692,8.883286713286736
2015-05-13,143.40958333333333,153.09,135.21846153846153,17.871538461538478
2015-05-14,133.89541666666665,136.3181818181818,131.8453846153846,4.47279720279721
2015-05-15,148.57458333333332,176.16636363636363,125.22769230769231,50.93867132867132
2015-05-16,132.0025,133.95454545454547,130.35076923076923,3.6037762237762365
2015-05-17,60.95708333333334,40.199090909090906,78.52153846153846,-38.32244755244755
2015-05-18,138.80333333333334,148.54181818181817,130.56307692307692,17.978741258741252
2015-05-19,141.04625000000001,140.06545454545454,141.87615384615384,-1.810699300699298
2015-05-20,132.31833333333333,122.25727272727272,140.83153846153846,-18.574265734265737
2015-05-21,149.0675,157.1290909090909,142.24615384615385,14.88293706293706
2015-05-22,149.39624999999998,157.4481818181818,142.58307692307693,14.865104895104878
2015-05-23,116.11916666666667,114.53727272727274,117.45769230769231,-2.9204195804195763
2015-05-24,96.89583333333333,82.61545454545454,108.97923076923077,-26.363776223776227
2015-05-25,98.21833333333332,93.4090909090909,102.28769230769231,-8.878601398601404
2015-05-26,170.20583333333335,192.48454545454544,151.35461538461539,41.129930069930055
2015-05-27,156.01833333333335,168.55545454545455,145.41,23.145454545454555
2015-05-28,81.18458333333334,66.64090909090909,93.49076923076925,-26.849860139860155
2015-05-29,75.98958333333333,61.472727272727276,88.27307692307691,-26.800349650349638
2015-05-30,152.10333333333332,182.4409090909091,126.43307692307692,56.00783216783216
2015-05-31,122.77625,121.0809090909091,124.21076923076923,-3.129860139860128
2015-06-01,189.10666666666668,195.76000000000002,183.47692307692307,12.283076923076948
2015-06-02,192.10166666666666,217.56727272727275,170.55384615384614,47.013426573426614
2015-06-03,180.00791666666666,228.70909090909092,138.79923076923075,89.90986013986017
2015-06-04,153.52625,167.4909090909091,141.71,25.78090909090909
2015-06-05,62.784166666666664,49.18545454545454,74.29076923076923,-25.10531468531469
2015-06-06,95.65666666666668,83.35272727272728,106.06769230769231,-22.714965034965033
2015-06-07,91.94083333333333,79.82272727272726,102.19461538461539,-22.371888111888126
2015-06-08,118.38958333333333,113.4709090909091,122.55153846153847,-9.080629370629367
2015-06-09,156.3675,181.50636363636366,135.09615384615384,46.41020979020982
2015-06-10,186.26333333333332,229.83636363636361,149.39384615384614,80.44251748251747
2015-06-11,157.88916666666668,173.26363636363638,144.88,28.383636363636384
2015-06-12,166.77166666666668,192.00090909090912,145.42384615384614,46.577062937062976
2015-06-13,143.31,139.74454545454546,146.32692307692307,-6.5823776223776065
2015-06-14,95.03041666666667,85.33363636363636,103.23538461538462,-17.90174825174826
2015-06-15,174.84708333333333,212.6981818181818,142.81923076923078,69.87895104895102
2015-06-16,182.08583333333334,220.48454545454544,149.5946153846154,70.88993006993005
2015-06-17,158.96791666666667,178.0890909090909,142.78846153846155,35.300629370629366
2015-06-18,152.26375,172.36818181818182,135.25230769230768,37.11587412587414
2015-06-19,150.74125,163.92454545454547,139.58615384615385,24.338391608391618
2015-06-20,139.33791666666667,149.32090909090908,130.89076923076922,18.43013986013986
2015-06-21,117.29583333333333,111.20363636363636,122.45076923076923,-11.247132867132862
2015-06-22,160.68625,187.82545454545453,137.72230769230768,50.10314685314685
2015-06-23,170.29458333333335,198.11818181818182,146.75153846153847,51.36664335664335
2015-06-24,154.75458333333333,167.5472727272727,143.93,23.617272727272706
2015-06-25,152.01833333333335,165.2990909090909,140.78076923076924,24.518321678321655
2015-06-26,160.29416666666665,175.31181818181818,147.58692307692309,27.724895104895097
2015-06-27,126.5625,123.72636363636364,128.9623076923077,-5.235944055944046
2015-06-28,80.98541666666667,60.78636363636363,98.07692307692308,-37.29055944055945
2015-06-29,165.16625,181.66636363636363,151.20461538461538,30.461748251748247
2015-06-30,172.97208333333333,188.48090909090908,159.84923076923076,28.631678321678322
2015-07-01,163.87916666666666,175.58545454545455,153.97384615384615,21.6116083916084
2015-07-02,161.71958333333333,175.71727272727273,149.87538461538463,25.841888111888096
2015-07-03,141.77291666666667,140.0,143.27307692307693,-3.2730769230769283
2015-07-04,130.31208333333333,124.54636363636364,135.19076923076923,-10.644405594405598
2015-07-05,141.37208333333334,140.39181818181817,142.20153846153846,-1.8097202797202954
2015-07-06,202.88375,242.35636363636365,169.48384615384614,72.87251748251751
2015-07-07,212.47083333333333,230.72545454545454,197.0246153846154,33.70083916083914
2015-07-08,187.95083333333332,198.26454545454544,179.22384615384615,19.040699300699288
2015-07-09,187.17791666666668,207.5818181818182,169.91307692307691,37.66874125874128
2015-07-10,186.33041666666668,198.44545454545457,176.07923076923078,22.36622377622379
2015-07-11,191.07208333333332,210.44545454545457,174.67923076923077,35.7662237762238
2015-07-12,165.11041666666668,177.65636363636364,154.4946153846154,23.161748251748236
2015-07-13,183.98958333333334,226.8590909090909,147.7153846153846,79.14370629370629
2015-07-14,200.59166666666667,212.1709090909091,190.79384615384618,21.37706293706293
2015-07-15,210.93208333333334,232.24727272727276,192.89615384615385,39.35111888111891
2015-07-16,196.80708333333334,214.4518181818182,181.87692307692308,32.57489510489512
2015-07-17,182.86416666666665,201.90727272727273,166.75076923076924,35.15650349650349
2015-07-18,193.66583333333332,205.36272727272726,183.7684615384615,21.594265734265747
2015-07-19,177.255,160.19454545454545,191.69076923076923,-31.496223776223786
2015-07-20,216.00958333333332,241.72727272727272,194.24846153846153,47.47881118881119
2015-07-21,185.95666666666668,186.72727272727272,185.30461538461537,1.4226573426573452
2015-07-22,212.3425,227.46,199.55076923076922,27.90923076923079
2015-07-23,227.93666666666664,250.54545454545453,208.80615384615385,41.739300699300685
2015-07-24,219.29333333333332,230.45363636363635,209.85000000000002,20.603636363636326
2015-07-25,190.76541666666665,195.5681818181818,186.70153846153846,8.866643356643351
2015-07-26,173.975,193.5427272727273,157.4176923076923,36.125034965034985
2015-07-27,187.135,228.04545454545453,152.51846153846154,75.526993006993
2015-07-28,220.51250000000002,248.1818181818182,197.10000000000002,51.081818181818164
2015-07-29,191.76708333333332,202.00727272727272,183.10230769230768,18.904965034965045
2015-07-30,152.19541666666666,190.6709090909091,119.63923076923076,71.03167832167834
2015-07-31,174.95583333333332,204.63636363636363,149.84153846153848,54.79482517482515
2015-08-01,165.13,184.35818181818183,148.86,35.49818181818182
2015-08-02,125.77041666666666,128.48363636363635,123.47461538461539,5.00902097902096
2015-08-03,167.38625,199.0909090909091,140.55923076923077,58.53167832167833
2015-08-04,167.38666666666668,191.54545454545453,146.9446153846154,44.60083916083914
2015-08-05,179.30666666666664,205.62454545454545,157.0376923076923,48.586853146853144
2015-08-06,188.18500000000003,220.88454545454545,160.51615384615386,60.36839160839159
2015-08-07,181.40083333333334,195.3590909090909,169.59,25.76909090909089
2015-08-08,174.11875,194.05454545454543,157.25,36.80454545454543
2015-08-09,149.42416666666665,155.14181818181817,144.58615384615385,10.555664335664318
2015-08-10,185.89125,213.14363636363635,162.83153846153846,50.31209790209789
2015-08-11,188.83249999999998,203.67454545454547,176.27384615384614,27.40069930069933
2015-08-12,212.20624999999998,241.03454545454545,187.81307692307695,53.2214685314685
2015-08-13,208.42999999999998,236.26545454545456,184.87692307692308,51.38853146853148
2015-08-14,211.205,247.3381818181818,180.6307692307692,66.70741258741259
2015-08-15,198.73541666666665,216.36272727272726,183.82,32.54272727272726
2015-08-16,164.31875,172.3790909090909,157.49846153846153,14.880629370629379
2015-08-17,195.67416666666668,222.2590909090909,173.17923076923077,49.07986013986013
2015-08-18,198.50375,228.10727272727271,173.45461538461538,54.652657342657335
2015-08-19,190.41375000000002,213.33363636363637,171.02,42.31363636363636
2015-08-20,164.21666666666667,184.74454545454546,146.84692307692308,37.89762237762238
2015-08-21,111.6375,141.95636363636365,85.98307692307692,55.973286713286726
2015-08-22,143.79916666666665,159.4309090909091,130.5723076923077,28.858601398601394
2015-08-23,128.16416666666666,149.76000000000002,109.89076923076922,39.869230769230796
2015-08-24,170.86458333333334,208.37818181818182,139.12230769230771,69.2558741258741
2015-08-25,220.19875000000002,224.90727272727273,216.21461538461537,8.692657342657355
2015-08-26,237.10208333333333,255.08090909090907,221.88923076923078,33.191678321678296
2015-08-27,203.30625,218.67454545454547,190.3023076923077,28.372237762237773
2015-08-28,208.84083333333334,227.6,192.9676923076923,34.632307692307705
2015-08-29,194.30958333333334,214.96454545454546,176.8323076923077,38.132237762237764
2015-08-30,163.9275,176.5772727272727,153.22384615384615,23.35342657342656
2015-08-31,182.52666666666667,200.4418181818182,167.36769230769232,33.07412587412588
2015-09-01,184.81625,203.51000000000002,168.99846153846153,34.51153846153849
2015-09-02,207.42083333333335,225.76727272727274,191.89692307692306,33.87034965034968
2015-09-03,229.19208333333333,254.1118181818182,208.10615384615386,46.005664335664335
2015-09-04,239.38583333333335,261.71363636363634,220.4930769230769,41.22055944055944
2015-09-05,197.97041666666667,209.6,188.13,21.47
2015-09-06,76.34,57.8109090909091,92.01846153846154,-34.20755244755244
2015-09-07,217.35416666666666,251.09636363636363,188.80307692307693,62.293286713286705
2015-09-08,220.665,251.53727272727272,194.5423076923077,56.99496503496502
2015-09-09,227.17875,245.9709090909091,211.27769230769232,34.69321678321677
2015-09-10,179.54333333333332,173.45454545454547,184.69538461538463,-11.240839160839158
2015-09-11,179.58375,203.54545454545453,159.30846153846156,44.236993006992975
2015-09-12,156.49125,166.7281818181818,147.82923076923078,18.898951048951034
2015-09-13,175.40875000000003,198.0909090909091,156.21615384615384,41.87475524475525
2015-09-14,197.3425,219.3172727272727,178.74846153846153,40.56881118881117
2015-09-15,221.62041666666667,241.82181818181817,204.52692307692308,37.29489510489509
2015-09-16,217.1575,246.59727272727275,192.24692307692308,54.35034965034967
2015-09-17,200.21291666666664,226.36272727272726,178.08615384615385,48.27657342657341
2015-09-18,225.405,257.07545454545453,198.60692307692307,58.46853146853147
2015-09-19,196.44375,209.2190909090909,185.63384615384615,23.58524475524476
2015-09-20,176.9020833333333,188.3590909090909,167.2076923076923,21.151398601398597
2015-09-21,149.0,,149.0,
2015-09-22,185.32521739130436,212.58545454545455,160.33666666666667,52.24878787878788
2015-09-23,209.19916666666666,237.92363636363635,184.89384615384614,53.02979020979021
2015-09-24,193.05083333333334,213.4290909090909,175.80769230769232,37.62139860139857
2015-09-25,180.48625,207.71636363636364,157.44538461538463,50.27097902097901
2015-09-26,178.42958333333334,198.75545454545454,161.23076923076923,37.524685314685314
2015-09-27,148.3075,151.04999999999998,145.98692307692306,5.06307692307692
2015-09-28,112.64999999999999,144.22,85.93692307692308,58.28307692307692
2015-09-29,76.23666666666666,112.78909090909092,45.30769230769231,67.48139860139861
2015-09-30,85.67833333333334,108.29818181818182,66.53846153846153,41.759720279720284
2015-10-01,151.81416666666667,164.52272727272728,141.06076923076924,23.46195804195804
2015-10-02,183.63041666666666,212.34545454545457,159.33307692307693,53.01237762237764
2015-10-03,174.7825,183.1109090909091,167.73538461538462,15.375524475524486
2015-10-04,159.9725,174.7009090909091,147.51,27.190909090909116
2015-10-05,196.9125,232.1727272727273,167.07692307692307,65.09580419580422
2015-10-06,224.24333333333334,249.4518181818182,202.91307692307691,46.53874125874128
2015-10-07,171.12166666666667,202.75454545454548,144.35538461538462,58.39916083916086
2015-10-08,163.33208333333334,191.99636363636364,139.0776923076923,52.91867132867134
2015-10-09,207.96666666666667,240.8209090909091,180.16692307692307,60.65398601398604
2015-10-10,182.18416666666667,201.57363636363635,165.77769230769232,35.795944055944034
2015-10-11,117.52666666666666,118.82818181818183,116.42538461538462,2.402797202797217
2015-10-12,106.825,129.45454545454547,87.67692307692307,41.77762237762239
2015-10-13,149.65083333333334,202.7681818181818,104.70538461538462,98.06279720279719
2015-10-14,221.115,257.86454545454546,190.01923076923077,67.84531468531469
2015-10-15,194.52666666666667,227.75,166.4146153846154,61.33538461538461
2015-10-16,190.04958333333332,213.97,169.80923076923077,44.16076923076923
2015-10-17,174.32875,185.06727272727272,165.2423076923077,19.824965034965032
2015-10-18,152.66333333333333,157.44545454545457,148.6169230769231,8.82853146853148
2015-10-19,180.71041666666667,211.45454545454547,154.69615384615383,56.758391608391634
2015-10-20,161.66875000000002,164.72727272727272,159.08076923076925,5.64650349650347
2015-10-21,178.92,199.51272727272726,161.4953846153846,38.01734265734265
2015-10-22,175.67375,201.20181818181817,154.07307692307694,47.12874125874123
2015-10-23,164.7725,181.69909090909093,150.45,31.24909090909094
2015-10-24,164.60125,167.37,162.25846153846155,5.1115384615384585
2015-10-25,157.13639999999998,187.23090909090908,133.4907142857143,53.74019480519479
2015-10-26,189.36208333333332,223.65363636363637,160.34615384615384,63.307482517482526
2015-10-27,185.15125,210.25090909090912,163.91307692307691,46.337832167832204
2015-10-28,200.5225,223.87545454545455,180.76230769230767,43.11314685314687
2015-10-29,189.34958333333336,210.1818181818182,171.72230769230768,38.45951048951051
2015-10-30,165.0375,188.84454545454545,144.89307692307693,43.95146853146852
2015-10-31,133.30208333333334,158.65818181818182,111.84692307692308,46.81125874125874
2015-11-01,145.22875,152.36545454545455,139.19,13.175454545454556
2015-11-02,169.86458333333334,194.63090909090909,148.90846153846152,45.72244755244756
2015-11-03,189.11291666666668,208.08363636363637,173.06076923076924,35.022867132867134
2015-11-04,195.44875000000002,216.99363636363634,177.21846153846155,39.77517482517479
2015-11-05,202.10458333333335,218.3990909090909,188.31692307692308,30.082167832167812
2015-11-06,224.07541666666668,245.8972727272727,205.61076923076922,40.286503496503485
2015-11-07,209.4825,228.49727272727276,193.39307692307693,35.104195804195825
2015-11-08,161.40375,178.2118181818182,147.18153846153845,31.030279720279736
2015-11-09,158.98875,186.97454545454545,135.30846153846153,51.66608391608392
2015-11-10,186.82291666666666,221.1118181818182,157.80923076923077,63.30258741258743
2015-11-11,167.03625,181.16181818181818,155.08384615384614,26.077972027972038
2015-11-12,176.38916666666668,205.57545454545453,151.69307692307692,53.88237762237762
2015-11-13,193.43166666666664,231.52818181818182,161.19615384615386,70.33202797202796
2015-11-14,149.14166666666668,169.0909090909091,132.26153846153846,36.82937062937063
2015-11-15,165.15708333333333,188.72272727272727,145.21692307692308,43.50580419580419
2015-11-16,116.70375,127.39363636363636,107.65846153846154,19.735174825174823
2015-11-17,192.44333333333336,217.85181818181817,170.94384615384615,46.90797202797202
2015-11-18,183.01208333333332,213.52272727272728,157.19538461538463,56.327342657342655
2015-11-19,169.15291666666667,209.10181818181817,135.35,73.75181818181818
2015-11-20,170.4025,197.71,147.29615384615383,50.41384615384618
2015-11-21,149.81,181.78454545454545,122.75461538461538,59.029930069930074
2015-11-22,60.87833333333333,65.72818181818182,56.77461538461538,8.953566433566444
2015-11-23,193.59875,238.4272727272727,155.66692307692307,82.76034965034964
2015-11-24,175.42499999999998,201.35727272727271,153.4823076923077,47.874965034965015
2015-11-25,164.65541666666667,200.18090909090907,134.5953846153846,65.58552447552447
2015-11-26,155.64791666666667,169.60636363636365,143.83692307692309,25.769440559440568
2015-11-27,169.61541666666668,198.32454545454547,145.32307692307694,53.00146853146853
2015-11-28,140.0404166666667,219.90636363636366,72.46153846153847,147.4448251748252
2015-11-29,109.93958333333335,148.87181818181818,76.99692307692308,71.8748951048951
2015-11-30,71.60333333333334,64.63454545454546,77.5,-12.86545454545454
2015-12-01,137.97291666666666,139.4390909090909,136.7323076923077,2.706783216783208
2015-12-02,179.54375000000002,217.83545454545455,147.1430769230769,70.69237762237765
2015-12-03,198.98458333333335,236.0790909090909,167.5969230769231,68.48216783216779
2015-12-04,224.46583333333334,266.73636363636365,188.69846153846154,78.0379020979021
2015-12-05,192.22541666666666,229.0118181818182,161.09846153846152,67.91335664335668
2015-12-06,168.7125,207.6390909090909,135.77461538461537,71.86447552447552
2015-12-07,194.55041666666668,241.7681818181818,154.59692307692308,87.17125874125873
2015-12-08,179.365,205.01636363636365,157.66,47.35636363636365
2015-12-09,194.03833333333333,232.73272727272726,161.2969230769231,71.43580419580417
2015-12-10,207.14041666666665,235.9618181818182,182.75307692307692,53.20874125874127
2015-12-11,219.19625,245.39454545454547,197.02846153846153,48.36608391608394
2015-12-12,195.88625000000002,225.98090909090908,170.42153846153846,55.55937062937062
2015-12-13,186.91375000000002,216.76272727272726,161.65692307692308,55.10580419580418
2015-12-14,208.82541666666668,251.4081818181818,172.79384615384618,78.61433566433561
2015-12-15,238.09875,280.83272727272725,201.93923076923076,78.8934965034965
2015-12-16,231.38875,267.78181818181815,200.5946153846154,67.18720279720276
2015-12-17,212.57666666666668,244.24909090909088,185.77692307692308,58.4721678321678
2015-12-18,198.01833333333332,224.8181818181818,175.34153846153848,49.476643356643336
2015-12-19,209.5091666666667,241.3527272727273,182.5646153846154,58.7881118881119
2015-12-20,163.74,,163.74,
2015-12-21,,,,
2015-12-22,213.81782608695653,255.68454545454549,175.43999999999997,80.24454545454552
2015-12-23,223.24375,271.7927272727273,182.16384615384615,89.62888111888114
2015-12-24,171.63333333333333,204.06363636363633,144.19230769230768,59.871328671328655
2015-12-25,148.89083333333335,154.22636363636363,144.37615384615384,9.850209790209789
2015-12-26,119.24333333333334,166.28181818181818,79.44153846153846,86.84027972027972
2015-12-27,130.5675,176.6909090909091,91.53999999999999,85.1509090909091
2015-12-28,172.7225,200.99363636363634,148.80076923076925,52.19286713286709
2015-12-29,163.28208333333333,189.24545454545452,141.31307692307692,47.9323776223776
2015-12-30,120.52625,112.25545454545454,127.52461538461537,-15.269160839160833
2015-12-31,117.98541666666667,146.6109090909091,93.76384615384616,52.847062937062944
2016-01-01,165.30416666666667,169.22272727272727,161.98846153846154,7.234265734265733
2016-01-02,160.0845833333333,197.35454545454547,128.54846153846154,68.80608391608394
2016-01-03,162.54583333333332,205.6681818181818,126.0576923076923,79.6104895104895
