timestamp_eet,BG [MW],HU [MW],RS [MW],sum [MW],UA [MW]
2015-01-01 00:00:00+02:00,0.0,15.17279569892473,0.0,15.17279569892473,
2015-02-01 00:00:00+02:00,0.0,7.183889716840537,1.5316434108527133,8.643303571428572,
2015-03-01 00:00:00+02:00,76.4090909090909,5.772288021534321,0.24730606488011284,8.2707267833109,
2015-04-01 00:00:00+03:00,12.385294117647058,0.060361111111111115,0.4907536231884058,6.379277777777777,
2015-05-01 00:00:00+03:00,30.022849462365592,12.41875,25.14249655172414,66.94201612903225,
2015-06-01 00:00:00+03:00,66.31388888888888,25.770583333333335,24.673652777777775,116.758125,
2015-07-01 00:00:00+03:00,37.61424731182796,23.179032258064517,0.003185483870967742,60.79646505376344,
2015-08-01 00:00:00+03:00,10.756720430107526,23.786747311827956,2.5334274193548385,37.076895161290324,
2015-09-01 00:00:00+03:00,6.747222222222222,35.00884722222222,0.021736111111111112,41.77780555555556,
2015-10-01 00:00:00+03:00,1.386271870794078,47.75837583892617,3.0853422818791945,52.22626845637584,
2015-11-01 00:00:00+02:00,6.5680555555555555,42.15598611111111,0.0,48.724041666666665,
2015-12-01 00:00:00+02:00,0.6801075268817204,57.135053763440865,0.0,57.815161290322585,
2016-01-01 00:00:00+02:00,0.07795698924731183,78.21036290322581,0.06981182795698924,78.35813172043011,
2016-02-01 00:00:00+02:00,24.823275862068964,69.5483908045977,78.94989942528736,173.32156609195403,
2016-03-01 00:00:00+02:00,43.940780619111706,92.96952893674293,118.71078061911172,255.62109017496635,
2016-04-01 00:00:00+03:00,3.5180555555555557,113.26270833333332,45.004847222222224,161.7856111111111,
2016-05-01 00:00:00+03:00,28.461021505376344,82.19698924731182,107.04314516129033,217.7011559139785,
2016-06-01 00:00:00+03:00,27.541666666666668,8.417722222222222,1.1769027777777779,37.136291666666665,
2016-07-01 00:00:00+03:00,0.31586021505376344,18.218360215053764,11.541774193548386,30.075994623655916,
2016-08-01 00:00:00+03:00,1.2526881720430108,24.739690860215056,55.36682795698925,81.35920698924731,
2016-09-01 00:00:00+03:00,49.69027777777778,59.33676388888889,7.37648611111111,116.40352777777777,
2016-10-01 00:00:00+03:00,23.518120805369126,54.61131543624161,3.8219194630872484,81.95135570469799,
2016-11-01 00:00:00+02:00,39.43888888888889,17.461652777777775,1.4773055555555556,58.37784722222223,
2016-12-01 00:00:00+02:00,6.954301075268817,32.9002688172043,0.05760752688172043,39.91217741935484,
2017-01-01 00:00:00+02:00,0.5349462365591398,88.00665322580645,0.0,88.54159946236558,
2017-02-01 00:00:00+02:00,14.761904761904763,67.57497023809523,8.135059523809524,90.47193452380952,
2017-03-01 00:00:00+02:00,8.425302826379543,34.614831763122474,5.232503364737551,48.27263795423957,
2017-04-01 00:00:00+03:00,18.690277777777776,66.92461111111112,10.193722222222222,95.8086111111111,
2017-05-01 00:00:00+03:00,79.24327956989248,69.15770161290322,17.23241935483871,165.6334005376344,
2017-06-01 00:00:00+03:00,111.89583333333333,55.655875,0.40787499999999993,167.9595833333333,
2017-07-01 00:00:00+03:00,94.63306451612904,120.7950940860215,3.8624462365591397,219.29060483870967,
2017-08-01 00:00:00+03:00,105.60887096774194,114.36423387096775,63.89686827956989,283.8699731182796,
2017-09-01 00:00:00+03:00,63.702777777777776,140.62155555555557,21.870680555555555,238.31168055555557,122.87323943661971
2017-10-01 00:00:00+03:00,67.951677852349,142.1681342281879,28.598979865771813,413.5657718120805,178.1956224350205
2017-11-01 00:00:00+02:00,36.55416666666667,165.40295833333334,1.9004583333333331,466.60897222222223,262.75138888888887
2017-12-01 00:00:00+02:00,11.40994623655914,68.78373655913978,0.1343548387096774,235.13583333333332,154.80779569892474
2018-01-01 00:00:00+02:00,0.853494623655914,86.93188172043011,27.33608870967742,312.1147446236559,196.99327956989248
2018-02-01 00:00:00+02:00,38.0625,19.241458333333334,6.436577380952381,114.96375,51.45291479820628
2018-03-01 00:00:00+02:00,212.21997308209959,5.164481830417228,6.732651413189771,240.42262449528937,16.34952766531714
2018-04-01 00:00:00+03:00,106.72955555555555,4.137847222222222,48.096375,175.9471111111111,17.006954102920723
2018-05-01 00:00:00+03:00,110.63440860215054,29.63818548387097,91.6304435483871,348.8963172043011,116.99327956989248
2018-06-01 00:00:00+03:00,231.39166666666668,10.041180555555554,34.819250000000004,312.0743194444445,35.82222222222222
2018-07-01 00:00:00+03:00,45.6505376344086,4.525309139784946,1.2036290322580645,85.73834677419354,34.358870967741936
