date,eur_ron
2012-03-20,4.3774
2012-03-21,4.3756
2012-03-22,4.3722
2012-03-23,4.3712
2012-03-24,4.3712
2012-03-25,4.3712
2012-03-26,4.3653
2012-03-27,4.371
2012-03-28,4.3727
2012-03-29,4.387
2012-03-30,4.3873
2012-03-31,4.3873
2012-04-01,4.3873
2012-04-02,4.3801
2012-04-03,4.3759
2012-04-04,4.3723
2012-04-05,4.3732
2012-04-06,4.3708
2012-04-07,4.3708
2012-04-08,4.3708
2012-04-09,4.3698
2012-04-10,4.3728
2012-04-11,4.3714
2012-04-12,4.3747
2012-04-13,4.3759
2012-04-14,4.3759
2012-04-15,4.3759
2012-04-16,4.3725
2012-04-17,4.3764
2012-04-18,4.3788
2012-04-19,4.3728
2012-04-20,4.3791
2012-04-21,4.3791
2012-04-22,4.3791
2012-04-23,4.3833
2012-04-24,4.3817
2012-04-25,4.3733
2012-04-26,4.3763
2012-04-27,4.3918
2012-04-28,4.3918
2012-04-29,4.3918
2012-04-30,4.4186
2012-05-01,4.4306
2012-05-02,4.4187
2012-05-03,4.4056
2012-05-04,4.4048
2012-05-05,4.4048
2012-05-06,4.4048
2012-05-07,4.4024
2012-05-08,4.4082
2012-05-09,4.4215
2012-05-10,4.4184
2012-05-11,4.4359
2012-05-12,4.4359
2012-05-13,4.4359
2012-05-14,4.445
2012-05-15,4.4438
2012-05-16,4.4317
2012-05-17,4.4466
2012-05-18,4.4451
2012-05-19,4.4451
2012-05-20,4.4451
2012-05-21,4.4431
2012-05-22,4.4543
2012-05-23,4.4628
2012-05-24,4.4677
2012-05-25,4.4777
2012-05-26,4.4777
2012-05-27,4.4777
2012-05-28,4.4717
2012-05-29,4.4644
2012-05-30,4.4793
2012-05-31,4.485
2012-06-01,4.4637
2012-06-02,4.4637
2012-06-03,4.4637
2012-06-04,4.4679
2012-06-05,4.4661
2012-06-06,4.4643
2012-06-07,4.4657
2012-06-08,4.4645
2012-06-09,4.4645
2012-06-10,4.4645
2012-06-11,4.4646
2012-06-12,4.4625
2012-06-13,4.4623
2012-06-14,4.4568
2012-06-15,4.4662
2012-06-16,4.4662
2012-06-17,4.4662
2012-06-18,4.4646
2012-06-19,4.4596
2012-06-20,4.462
2012-06-21,4.4653
2012-06-22,4.4709
2012-06-23,4.4709
2012-06-24,4.4709
2012-06-25,4.4686
2012-06-26,4.4566
2012-06-27,4.4478
2012-06-28,4.4482
2012-06-29,4.4485
2012-06-30,4.4485
2012-07-01,4.4485
2012-07-02,4.4516
2012-07-03,4.4558
2012-07-04,4.475
2012-07-05,4.4924
2012-07-06,4.5357
2012-07-07,4.5357
2012-07-08,4.5357
2012-07-09,4.5335
2012-07-10,4.5254
2012-07-11,4.5235
2012-07-12,4.5411
2012-07-13,4.561
2012-07-14,4.561
2012-07-15,4.561
2012-07-16,4.5674
2012-07-17,4.5665
2012-07-18,4.5671
2012-07-19,4.577
2012-07-20,4.6001
2012-07-21,4.6001
2012-07-22,4.6001
2012-07-23,4.6392
2012-07-24,4.6261
2012-07-25,4.6244
2012-07-26,4.6088
2012-07-27,4.6008
2012-07-28,4.6008
2012-07-29,4.6008
2012-07-30,4.57
2012-07-31,4.584
2012-08-01,4.6125
2012-08-02,4.6239
2012-08-03,4.6246
2012-08-04,4.6246
2012-08-05,4.6246
2012-08-06,4.5724
2012-08-07,4.5475
2012-08-08,4.5441
2012-08-09,4.5446
2012-08-10,4.5373
2012-08-11,4.5373
2012-08-12,4.5373
2012-08-13,4.5398
2012-08-14,4.4918
2012-08-15,4.4829
2012-08-16,4.4833
2012-08-17,4.4887
2012-08-18,4.4887
2012-08-19,4.4887
2012-08-20,4.4975
2012-08-21,4.4788
2012-08-22,4.4932
2012-08-23,4.4845
2012-08-24,4.4703
2012-08-25,4.4703
2012-08-26,4.4703
2012-08-27,4.4692
2012-08-28,4.4531
2012-08-29,4.47
2012-08-30,4.4661
2012-08-31,4.4735
2012-09-01,4.4735
2012-09-02,4.4735
2012-09-03,4.4893
2012-09-04,4.4903
2012-09-05,4.4865
2012-09-06,4.4741
2012-09-07,4.4791
2012-09-08,4.4791
2012-09-09,4.4791
2012-09-10,4.4734
2012-09-11,4.4846
2012-09-12,4.4916
2012-09-13,4.501
2012-09-14,4.5016
2012-09-15,4.5016
2012-09-16,4.5016
2012-09-17,4.4961
2012-09-18,4.5057
2012-09-19,4.5012
2012-09-20,4.5131
2012-09-21,4.5156
2012-09-22,4.5156
2012-09-23,4.5156
2012-09-24,4.516
2012-09-25,4.5082
2012-09-26,4.5189
2012-09-27,4.52
2012-09-28,4.5389
2012-09-29,4.5389
2012-09-30,4.5389
2012-10-01,4.5214
2012-10-02,4.5247
2012-10-03,4.5327
2012-10-04,4.554
2012-10-05,4.5701
2012-10-06,4.5701
2012-10-07,4.5701
2012-10-08,4.5703
2012-10-09,4.5773
2012-10-10,4.5675
2012-10-11,4.5687
2012-10-12,4.5649
2012-10-13,4.5649
2012-10-14,4.5649
2012-10-15,4.5777
2012-10-16,4.5766
2012-10-17,4.5731
2012-10-18,4.5773
2012-10-19,4.5789
2012-10-20,4.5789
2012-10-21,4.5789
2012-10-22,4.576
2012-10-23,4.5762
2012-10-24,4.5724
2012-10-25,4.563
2012-10-26,4.5572
2012-10-27,4.5572
2012-10-28,4.5572
2012-10-29,4.5518
2012-10-30,4.5383
2012-10-31,4.5469
2012-11-01,4.5326
2012-11-02,4.5282
2012-11-03,4.5282
2012-11-04,4.5282
2012-11-05,4.5252
2012-11-06,4.5144
2012-11-07,4.5175
2012-11-08,4.5225
2012-11-09,4.5244
2012-11-10,4.5244
2012-11-11,4.5244
2012-11-12,4.5294
2012-11-13,4.5395
2012-11-14,4.5455
2012-11-15,4.5369
2012-11-16,4.5354
2012-11-17,4.5354
2012-11-18,4.5354
2012-11-19,4.536
2012-11-20,4.5364
2012-11-21,4.5335
2012-11-22,4.5375
2012-11-23,4.5332
2012-11-24,4.5332
2012-11-25,4.5332
2012-11-26,4.5151
2012-11-27,4.5079
2012-11-28,4.5113
2012-11-29,4.5111
2012-11-30,4.5107
2012-12-01,4.5107
2012-12-02,4.5107
2012-12-03,4.5253
2012-12-04,4.5343
2012-12-05,4.5366
2012-12-06,4.535
2012-12-07,4.5317
2012-12-08,4.5317
2012-12-09,4.5317
2012-12-10,4.5316
2012-12-11,4.5419
2012-12-12,4.5244
2012-12-13,4.4779
2012-12-14,4.4716
2012-12-15,4.4716
2012-12-16,4.4716
2012-12-17,4.4678
2012-12-18,4.4646
2012-12-19,4.4684
2012-12-20,4.4536
2012-12-21,4.453
2012-12-22,4.453
2012-12-23,4.453
2012-12-24,4.4225
2012-12-25,4.4229
2012-12-26,4.4189
2012-12-27,4.4305
2012-12-28,4.4434
2012-12-29,4.4434
2012-12-30,4.4434
2012-12-31,4.4451
2013-01-01,4.4452
2013-01-02,4.4102
2013-01-03,4.4145
2013-01-04,4.4221
2013-01-05,4.4221
2013-01-06,4.4221
2013-01-07,4.4047
2013-01-08,4.4055
2013-01-09,4.3974
2013-01-10,4.367
2013-01-11,4.381
2013-01-12,4.381
2013-01-13,4.381
2013-01-14,4.3852
2013-01-15,4.3449
2013-01-16,4.3228
2013-01-17,4.3247
2013-01-18,4.3414
2013-01-19,4.3414
2013-01-20,4.3414
2013-01-21,4.3525
2013-01-22,4.3577
2013-01-23,4.3715
2013-01-24,4.3586
2013-01-25,4.3702
2013-01-26,4.3702
2013-01-27,4.3702
2013-01-28,4.395
2013-01-29,4.3762
2013-01-30,4.3832
2013-01-31,4.3864
2013-02-01,4.3691
2013-02-02,4.3691
2013-02-03,4.3691
2013-02-04,4.3726
2013-02-05,4.3811
2013-02-06,4.387
2013-02-07,4.3986
2013-02-08,4.397
2013-02-09,4.397
2013-02-10,4.397
2013-02-11,4.3972
2013-02-12,4.4017
2013-02-13,4.3838
2013-02-14,4.3838
2013-02-15,4.3865
2013-02-16,4.3865
2013-02-17,4.3865
2013-02-18,4.3863
2013-02-19,4.3767
2013-02-20,4.3767
2013-02-21,4.3839
2013-02-22,4.3857
2013-02-23,4.3857
2013-02-24,4.3857
2013-02-25,4.3735
2013-02-26,4.386
2013-02-27,4.3713
2013-02-28,4.3575
2013-03-01,4.3613
2013-03-02,4.3613
2013-03-03,4.3613
2013-03-04,4.362
2013-03-05,4.3553
2013-03-06,4.3582
2013-03-07,4.3536
2013-03-08,4.3552
2013-03-09,4.3552
2013-03-10,4.3552
2013-03-11,4.3716
2013-03-12,4.3777
2013-03-13,4.3978
2013-03-14,4.3959
2013-03-15,4.3924
2013-03-16,4.3924
2013-03-17,4.3924
2013-03-18,4.4122
2013-03-19,4.4135
2013-03-20,4.4222
2013-03-21,4.4229
2013-03-22,4.4271
2013-03-23,4.4271
2013-03-24,4.4271
2013-03-25,4.417
2013-03-26,4.4092
2013-03-27,4.4164
2013-03-28,4.4162
2013-03-29,4.4177
2013-03-30,4.4177
2013-03-31,4.4177
2013-04-01,4.4177
2013-04-02,4.4217
2013-04-03,4.4265
2013-04-04,4.419
2013-04-05,4.4133
2013-04-06,4.4133
2013-04-07,4.4133
2013-04-08,4.4035
2013-04-09,4.3956
2013-04-10,4.3883
2013-04-11,4.3914
2013-04-12,4.38
2013-04-13,4.38
2013-04-14,4.38
2013-04-15,4.3818
2013-04-16,4.3665
2013-04-17,4.3685
2013-04-18,4.3781
2013-04-19,4.3646
2013-04-20,4.3646
2013-04-21,4.3646
2013-04-22,4.3523
2013-04-23,4.3497
2013-04-24,4.3581
2013-04-25,4.3445
2013-04-26,4.3415
2013-04-27,4.3415
2013-04-28,4.3415
2013-04-29,4.3177
2013-04-30,4.3277
2013-05-01,4.3185
2013-05-02,4.3146
2013-05-03,4.3036
2013-05-04,4.3036
2013-05-05,4.3036
2013-05-06,4.305
2013-05-07,4.3138
2013-05-08,4.3196
2013-05-09,4.3271
2013-05-10,4.3281
2013-05-11,4.3281
2013-05-12,4.3281
2013-05-13,4.3253
2013-05-14,4.3314
2013-05-15,4.3417
2013-05-16,4.3379
2013-05-17,4.3401
2013-05-18,4.3401
2013-05-19,4.3401
2013-05-20,4.3503
2013-05-21,4.3488
2013-05-22,4.3475
2013-05-23,4.3559
2013-05-24,4.3533
2013-05-25,4.3533
2013-05-26,4.3533
2013-05-27,4.3407
2013-05-28,4.3327
2013-05-29,4.3521
2013-05-30,4.3548
2013-05-31,4.3924
2013-06-01,4.3924
2013-06-02,4.3924
2013-06-03,4.4127
2013-06-04,4.3979
2013-06-05,4.4633
2013-06-06,4.5354
2013-06-07,4.5107
2013-06-08,4.5107
2013-06-09,4.5107
2013-06-10,4.5218
2013-06-11,4.5169
2013-06-12,4.4904
2013-06-13,4.4714
2013-06-14,4.4539
2013-06-15,4.4539
2013-06-16,4.4539
2013-06-17,4.4544
2013-06-18,4.4902
2013-06-19,4.5282
2013-06-20,4.533
2013-06-21,4.5465
2013-06-22,4.5465
2013-06-23,4.5465
2013-06-24,4.5309
2013-06-25,4.4851
2013-06-26,4.4438
2013-06-27,4.4575
2013-06-28,4.4617
2013-06-29,4.4617
2013-06-30,4.4617
2013-07-01,4.4484
2013-07-02,4.4389
2013-07-03,4.4409
2013-07-04,4.4354
2013-07-05,4.4496
2013-07-06,4.4496
2013-07-07,4.4496
2013-07-08,4.4516
2013-07-09,4.4414
2013-07-10,4.4337
2013-07-11,4.4265
2013-07-12,4.4265
2013-07-13,4.4265
2013-07-14,4.4265
2013-07-15,4.4245
2013-07-16,4.4318
2013-07-17,4.4369
2013-07-18,4.4337
2013-07-19,4.424
2013-07-20,4.424
2013-07-21,4.424
2013-07-22,4.4188
2013-07-23,4.4035
2013-07-24,4.3915
2013-07-25,4.3961
2013-07-26,4.3901
2013-07-27,4.3901
2013-07-28,4.3901
2013-07-29,4.3945
2013-07-30,4.3941
2013-07-31,4.4158
2013-08-01,4.4165
2013-08-02,4.4239
2013-08-03,4.4239
2013-08-04,4.4239
2013-08-05,4.4115
2013-08-06,4.4074
2013-08-07,4.4478
2013-08-08,4.4417
2013-08-09,4.4325
2013-08-10,4.4325
2013-08-11,4.4325
2013-08-12,4.4123
2013-08-13,4.4242
2013-08-14,4.4368
2013-08-15,4.4494
2013-08-16,4.447
2013-08-17,4.447
2013-08-18,4.447
2013-08-19,4.456
2013-08-20,4.4426
2013-08-21,4.4531
2013-08-22,4.4395
2013-08-23,4.4328
2013-08-24,4.4328
2013-08-25,4.4328
2013-08-26,4.4284
2013-08-27,4.436
2013-08-28,4.4475
2013-08-29,4.4415
2013-08-30,4.4321
2013-08-31,4.4321
2013-09-01,4.4321
2013-09-02,4.4185
2013-09-03,4.4375
2013-09-04,4.4576
2013-09-05,4.4673
2013-09-06,4.4725
2013-09-07,4.4725
2013-09-08,4.4725
2013-09-09,4.4733
2013-09-10,4.4624
2013-09-11,4.4825
2013-09-12,4.48
2013-09-13,4.4709
2013-09-14,4.4709
2013-09-15,4.4709
2013-09-16,4.4588
2013-09-17,4.4803
2013-09-18,4.4756
2013-09-19,4.4586
2013-09-20,4.4617
2013-09-21,4.4617
2013-09-22,4.4617
2013-09-23,4.4663
2013-09-24,4.4726
2013-09-25,4.4602
2013-09-26,4.4652
2013-09-27,4.4676
2013-09-28,4.4676
2013-09-29,4.4676
2013-09-30,4.4602
2013-10-01,4.4474
2013-10-02,4.4423
2013-10-03,4.4375
2013-10-04,4.4307
2013-10-05,4.4307
2013-10-06,4.4307
2013-10-07,4.4255
2013-10-08,4.4413
2013-10-09,4.4625
2013-10-10,4.4536
2013-10-11,4.4535
2013-10-12,4.4535
2013-10-13,4.4535
2013-10-14,4.461
2013-10-15,4.445
2013-10-16,4.45
2013-10-17,4.4516
2013-10-18,4.4471
2013-10-19,4.4471
2013-10-20,4.4471
2013-10-21,4.434
2013-10-22,4.4279
2013-10-23,4.4374
2013-10-24,4.4508
2013-10-25,4.4457
2013-10-26,4.4457
2013-10-27,4.4457
2013-10-28,4.4415
2013-10-29,4.4384
2013-10-30,4.43
2013-10-31,4.4348
2013-11-01,4.4414
2013-11-02,4.4414
2013-11-03,4.4414
2013-11-04,4.4389
2013-11-05,4.4425
2013-11-06,4.4323
2013-11-07,4.4455
2013-11-08,4.4483
2013-11-09,4.4483
2013-11-10,4.4483
2013-11-11,4.458
2013-11-12,4.4552
2013-11-13,4.4615
2013-11-14,4.4535
2013-11-15,4.4524
2013-11-16,4.4524
2013-11-17,4.4524
2013-11-18,4.4502
2013-11-19,4.4459
2013-11-20,4.4457
2013-11-21,4.4524
2013-11-22,4.4512
2013-11-23,4.4512
2013-11-24,4.4512
2013-11-25,4.4374
2013-11-26,4.4413
2013-11-27,4.4385
2013-11-28,4.4363
2013-11-29,4.4339
2013-11-30,4.4339
2013-12-01,4.4339
2013-12-02,4.4352
2013-12-03,4.4592
2013-12-04,4.4707
2013-12-05,4.4685
2013-12-06,4.4557
2013-12-07,4.4557
2013-12-08,4.4557
2013-12-09,4.4517
2013-12-10,4.4505
2013-12-11,4.4487
2013-12-12,4.4538
2013-12-13,4.4561
2013-12-14,4.4561
2013-12-15,4.4561
2013-12-16,4.4619
2013-12-17,4.4703
2013-12-18,4.4806
2013-12-19,4.4856
2013-12-20,4.4818
2013-12-21,4.4818
2013-12-22,4.4818
2013-12-23,4.4734
2013-12-24,4.465
2013-12-25,4.46
2013-12-26,4.4651
2013-12-27,4.4632
2013-12-28,4.4632
2013-12-29,4.4632
2013-12-30,4.4757
2013-12-31,4.461
2014-01-01,4.4625
2014-01-02,4.4758
2014-01-03,4.4952
2014-01-04,4.4952
2014-01-05,4.4952
2014-01-06,4.4973
2014-01-07,4.5005
2014-01-08,4.5015
2014-01-09,4.532
2014-01-10,4.5443
2014-01-11,4.5443
2014-01-12,4.5443
2014-01-13,4.5289
2014-01-14,4.5295
2014-01-15,4.5212
2014-01-16,4.527
2014-01-17,4.5369
2014-01-18,4.5369
2014-01-19,4.5369
2014-01-20,4.5365
2014-01-21,4.5322
2014-01-22,4.53
2014-01-23,4.5308
2014-01-24,4.5372
2014-01-25,4.5372
2014-01-26,4.5372
2014-01-27,4.5415
2014-01-28,4.5316
2014-01-29,4.5232
2014-01-30,4.5156
2014-01-31,4.4985
2014-02-01,4.4985
2014-02-02,4.4985
2014-02-03,4.4892
2014-02-04,4.4673
2014-02-05,4.4572
2014-02-06,4.4674
2014-02-07,4.4777
2014-02-08,4.4777
2014-02-09,4.4777
2014-02-10,4.4699
2014-02-11,4.4737
2014-02-12,4.4869
2014-02-13,4.4885
2014-02-14,4.489
2014-02-15,4.489
2014-02-16,4.489
2014-02-17,4.4886
2014-02-18,4.4813
2014-02-19,4.5145
2014-02-20,4.517
2014-02-21,4.5098
2014-02-22,4.5098
2014-02-23,4.5098
2014-02-24,4.5119
2014-02-25,4.512
2014-02-26,4.5176
2014-02-27,4.4886
2014-02-28,4.5023
2014-03-01,4.5023
2014-03-02,4.5023
2014-03-03,4.5332
2014-03-04,4.5088
2014-03-05,4.4947
2014-03-06,4.4944
2014-03-07,4.5034
2014-03-08,4.5034
2014-03-09,4.5034
2014-03-10,4.4985
2014-03-11,4.5041
2014-03-12,4.5104
2014-03-13,4.5112
2014-03-14,4.5075
2014-03-15,4.5075
2014-03-16,4.5075
2014-03-17,4.5108
2014-03-18,4.5002
2014-03-19,4.4909
2014-03-20,4.4865
2014-03-21,4.482
2014-03-22,4.482
2014-03-23,4.482
2014-03-24,4.4736
2014-03-25,4.4678
2014-03-26,4.4735
2014-03-27,4.475
2014-03-28,4.463
2014-03-29,4.463
2014-03-30,4.463
2014-03-31,4.4618
2014-04-01,4.4638
2014-04-02,4.4669
2014-04-03,4.4688
2014-04-04,4.4604
2014-04-05,4.4604
2014-04-06,4.4604
2014-04-07,4.466
2014-04-08,4.459
2014-04-09,4.4597
2014-04-10,4.4605
2014-04-11,4.4653
2014-04-12,4.4653
2014-04-13,4.4653
2014-04-14,4.4676
2014-04-15,4.4699
2014-04-16,4.4673
2014-04-17,4.4634
2014-04-18,4.4623
2014-04-19,4.4623
2014-04-20,4.4623
2014-04-21,4.4557
2014-04-22,4.4657
2014-04-23,4.4653
2014-04-24,4.4488
2014-04-25,4.4513
2014-04-26,4.4513
2014-04-27,4.4513
2014-04-28,4.4505
2014-04-29,4.4475
2014-04-30,4.4427
2014-05-01,4.4415
2014-05-02,4.4321
2014-05-03,4.4321
2014-05-04,4.4321
2014-05-05,4.44
2014-05-06,4.4382
2014-05-07,4.4265
2014-05-08,4.4358
2014-05-09,4.4338
2014-05-10,4.4338
2014-05-11,4.4338
2014-05-12,4.433
2014-05-13,4.4325
2014-05-14,4.4375
2014-05-15,4.4364
2014-05-16,4.4318
2014-05-17,4.4318
2014-05-18,4.4318
2014-05-19,4.4287
2014-05-20,4.4311
2014-05-21,4.4291
2014-05-22,4.415
2014-05-23,4.4072
2014-05-24,4.4072
2014-05-25,4.4072
2014-05-26,4.4039
2014-05-27,4.3952
2014-05-28,4.396
2014-05-29,4.3944
2014-05-30,4.3873
2014-05-31,4.3873
2014-06-01,4.3873
2014-06-02,4.3952
2014-06-03,4.3964
2014-06-04,4.3994
2014-06-05,4.3935
2014-06-06,4.3884
2014-06-07,4.3884
2014-06-08,4.3884
2014-06-09,4.373
2014-06-10,4.3857
2014-06-11,4.3904
2014-06-12,4.392
2014-06-13,4.3943
2014-06-14,4.3943
2014-06-15,4.3943
2014-06-16,4.396
2014-06-17,4.3994
2014-06-18,4.3995
2014-06-19,4.3925
2014-06-20,4.3979
2014-06-21,4.3979
2014-06-22,4.3979
2014-06-23,4.3925
2014-06-24,4.3909
2014-06-25,4.3889
2014-06-26,4.3895
2014-06-27,4.3905
2014-06-28,4.3905
2014-06-29,4.3905
2014-06-30,4.3855
2014-07-01,4.3885
2014-07-02,4.3884
2014-07-03,4.3894
2014-07-04,4.3884
2014-07-05,4.3884
2014-07-06,4.3884
2014-07-07,4.3874
2014-07-08,4.3864
2014-07-09,4.3944
2014-07-10,4.4054
2014-07-11,4.4187
2014-07-12,4.4187
2014-07-13,4.4187
2014-07-14,4.4184
2014-07-15,4.423
2014-07-16,4.4405
2014-07-17,4.4435
2014-07-18,4.4575
2014-07-19,4.4575
2014-07-20,4.4575
2014-07-21,4.4445
2014-07-22,4.4442
2014-07-23,4.4189
2014-07-24,4.4055
2014-07-25,4.3966
2014-07-26,4.3966
2014-07-27,4.3966
2014-07-28,4.3874
2014-07-29,4.3995
2014-07-30,4.4019
2014-07-31,4.4275
2014-08-01,4.4324
2014-08-02,4.4324
2014-08-03,4.4324
2014-08-04,4.4293
2014-08-05,4.4366
2014-08-06,4.4365
2014-08-07,4.4443
2014-08-08,4.4455
2014-08-09,4.4455
2014-08-10,4.4455
2014-08-11,4.4395
2014-08-12,4.4395
2014-08-13,4.4365
2014-08-14,4.4365
2014-08-15,4.434
2014-08-16,4.434
2014-08-17,4.434
2014-08-18,4.4344
2014-08-19,4.4305
2014-08-20,4.4165
2014-08-21,4.4024
2014-08-22,4.4114
2014-08-23,4.4114
2014-08-24,4.4114
2014-08-25,4.3955
2014-08-26,4.3985
2014-08-27,4.3955
2014-08-28,4.4045
2014-08-29,4.3993
2014-08-30,4.3993
2014-08-31,4.3993
2014-09-01,4.3955
2014-09-02,4.4115
2014-09-03,4.4005
2014-09-04,4.3975
2014-09-05,4.402
2014-09-06,4.402
2014-09-07,4.402
2014-09-08,4.4175
2014-09-09,4.4207
2014-09-10,4.4191
2014-09-11,4.42
2014-09-12,4.4214
2014-09-13,4.4214
2014-09-14,4.4214
2014-09-15,4.414
2014-09-16,4.4152
2014-09-17,4.4185
2014-09-18,4.4084
2014-09-19,4.3998
2014-09-20,4.3998
2014-09-21,4.3998
2014-09-22,4.4025
2014-09-23,4.4007
2014-09-24,4.4015
2014-09-25,4.4079
2014-09-26,4.4055
2014-09-27,4.4055
2014-09-28,4.4055
2014-09-29,4.4123
2014-09-30,4.4116
2014-10-01,4.4107
2014-10-02,4.4095
2014-10-03,4.4142
2014-10-04,4.4142
2014-10-05,4.4142
2014-10-06,4.4095
2014-10-07,4.4065
2014-10-08,4.4065
2014-10-09,4.4036
2014-10-10,4.4051
2014-10-11,4.4051
2014-10-12,4.4051
2014-10-13,4.4015
2014-10-14,4.4129
2014-10-15,4.4275
2014-10-16,4.4276
2014-10-17,4.4165
2014-10-18,4.4165
2014-10-19,4.4165
2014-10-20,4.4184
2014-10-21,4.4163
2014-10-22,4.4175
2014-10-23,4.4221
2014-10-24,4.4204
2014-10-25,4.4204
2014-10-26,4.4204
2014-10-27,4.4255
2014-10-28,4.4206
2014-10-29,4.4225
2014-10-30,4.4195
2014-10-31,4.4105
2014-11-01,4.4105
2014-11-02,4.4105
2014-11-03,4.4135
2014-11-04,4.4153
2014-11-05,4.4192
2014-11-06,4.4272
2014-11-07,4.4338
2014-11-08,4.4338
2014-11-09,4.4338
2014-11-10,4.4257
2014-11-11,4.4253
2014-11-12,4.4305
2014-11-13,4.4297
2014-11-14,4.4262
2014-11-15,4.4262
2014-11-16,4.4262
2014-11-17,4.4358
2014-11-18,4.4345
2014-11-19,4.445
2014-11-20,4.4428
2014-11-21,4.439
2014-11-22,4.439
2014-11-23,4.439
2014-11-24,4.4337
2014-11-25,4.4356
2014-11-26,4.4166
2014-11-27,4.4195
2014-11-28,4.4349
2014-11-29,4.4349
2014-11-30,4.4349
2014-12-01,4.4356
2014-12-02,4.4278
2014-12-03,4.4255
2014-12-04,4.4267
2014-12-05,4.4351
2014-12-06,4.4351
2014-12-07,4.4351
2014-12-08,4.4408
2014-12-09,4.4405
2014-12-10,4.4466
2014-12-11,4.4481
2014-12-12,4.491
2014-12-13,4.491
2014-12-14,4.491
2014-12-15,4.4824
2014-12-16,4.4809
2014-12-17,4.4758
2014-12-18,4.4738
2014-12-19,4.473
2014-12-20,4.473
2014-12-21,4.473
2014-12-22,4.4707
2014-12-23,4.4777
2014-12-24,4.4655
2014-12-25,4.4628
2014-12-26,4.4535
2014-12-27,4.4535
2014-12-28,4.4535
2014-12-29,4.4712
2014-12-30,4.4851
2014-12-31,4.4845
2015-01-01,4.4835
2015-01-02,4.4837
2015-01-03,4.4837
2015-01-04,4.4837
2015-01-05,4.4955
2015-01-06,4.499
2015-01-07,4.4976
2015-01-08,4.487
2015-01-09,4.49
2015-01-10,4.49
2015-01-11,4.49
2015-01-12,4.4859
2015-01-13,4.4917
2015-01-14,4.4985
2015-01-15,4.5032
2015-01-16,4.504
2015-01-17,4.504
2015-01-18,4.504
2015-01-19,4.5025
2015-01-20,4.5127
2015-01-21,4.5024
2015-01-22,4.4925
2015-01-23,4.4824
2015-01-24,4.4824
2015-01-25,4.4824
2015-01-26,4.4748
2015-01-27,4.4625
2015-01-28,4.4515
2015-01-29,4.4414
2015-01-30,4.4306
2015-01-31,4.4306
2015-02-01,4.4306
2015-02-02,4.3955
2015-02-03,4.4072
2015-02-04,4.4041
2015-02-05,4.4161
2015-02-06,4.4155
2015-02-07,4.4155
2015-02-08,4.4155
2015-02-09,4.4285
2015-02-10,4.4357
2015-02-11,4.4466
2015-02-12,4.4382
2015-02-13,4.4394
2015-02-14,4.4394
2015-02-15,4.4394
2015-02-16,4.4445
2015-02-17,4.4505
2015-02-18,4.4493
2015-02-19,4.4452
2015-02-20,4.4594
2015-02-21,4.4594
2015-02-22,4.4594
2015-02-23,4.4487
2015-02-24,4.4445
2015-02-25,4.4244
2015-02-26,4.4311
2015-02-27,4.4348
2015-02-28,4.4348
2015-03-01,4.4348
2015-03-02,4.4457
2015-03-03,4.4572
2015-03-04,4.4546
2015-03-05,4.446
2015-03-06,4.4446
2015-03-07,4.4446
2015-03-08,4.4446
2015-03-09,4.4413
2015-03-10,4.4455
2015-03-11,4.4445
2015-03-12,4.4425
2015-03-13,4.4435
2015-03-14,4.4435
2015-03-15,4.4435
2015-03-16,4.44
2015-03-17,4.445
2015-03-18,4.4525
2015-03-19,4.4265
2015-03-20,4.4385
2015-03-21,4.4385
2015-03-22,4.4385
2015-03-23,4.3929
2015-03-24,4.4073
2015-03-25,4.417
2015-03-26,4.4306
2015-03-27,4.4237
2015-03-28,4.4237
2015-03-29,4.4237
2015-03-30,4.403
2015-03-31,4.4132
2015-04-01,4.4175
2015-04-02,4.4175
2015-04-03,4.4137
2015-04-04,4.4137
2015-04-05,4.4137
2015-04-06,4.4175
2015-04-07,4.4137
2015-04-08,4.398
2015-04-09,4.3965
2015-04-10,4.4075
2015-04-11,4.4075
2015-04-12,4.4075
2015-04-13,4.3986
2015-04-14,4.4112
2015-04-15,4.4245
2015-04-16,4.4095
2015-04-17,4.425
2015-04-18,4.425
2015-04-19,4.425
2015-04-20,4.432
2015-04-21,4.4385
2015-04-22,4.4235
2015-04-23,4.4204
2015-04-24,4.4129
2015-04-25,4.4129
2015-04-26,4.4129
2015-04-27,4.4165
2015-04-28,4.3799
2015-04-29,4.4139
2015-04-30,4.4183
2015-05-01,4.4185
2015-05-02,4.4185
2015-05-03,4.4185
2015-05-04,4.4325
2015-05-05,4.4314
2015-05-06,4.4437
2015-05-07,4.4445
2015-05-08,4.4417
2015-05-09,4.4417
2015-05-10,4.4417
2015-05-11,4.4495
2015-05-12,4.4671
2015-05-13,4.4615
2015-05-14,4.4507
2015-05-15,4.4362
2015-05-16,4.4362
2015-05-17,4.4362
2015-05-18,4.4505
2015-05-19,4.4458
2015-05-20,4.4463
2015-05-21,4.4461
2015-05-22,4.4565
2015-05-23,4.4565
2015-05-24,4.4565
2015-05-25,4.4525
2015-05-26,4.4583
2015-05-27,4.4436
2015-05-28,4.4445
2015-05-29,4.4419
2015-05-30,4.4419
2015-05-31,4.4419
2015-06-01,4.4436
2015-06-02,4.4367
2015-06-03,4.4261
2015-06-04,4.4262
2015-06-05,4.4483
2015-06-06,4.4483
2015-06-07,4.4483
2015-06-08,4.4715
